field_name,source_file,source_sha256,line_start,line_end,initial_value,update_condition,serialized_value,semantic_status,notes
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu5.log,25023b949dbea9335e42aeaa0c371bef8a07e217f2568405590bafa4bea22fdc,5,9,UNKNOWN,5: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d2_p2_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d1_p1_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f05_s4_d1_p2_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p0_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d2_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f05_s4_d1_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu5.log,25023b949dbea9335e42aeaa0c371bef8a07e217f2568405590bafa4bea22fdc,6,10,UNKNOWN,6: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d1_p1_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f05_s4_d1_p2_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p0_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d2_p2_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d1_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu5.log,25023b949dbea9335e42aeaa0c371bef8a07e217f2568405590bafa4bea22fdc,7,11,UNKNOWN,7: [SKIP] RANDOM_TIME::vis_formal_f05_s4_d1_p2_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p0_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d2_p2_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d1_p0_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d3_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f04_s0_d2_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu5.log,25023b949dbea9335e42aeaa0c371bef8a07e217f2568405590bafa4bea22fdc,8,12,UNKNOWN,8: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p0_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d2_p2_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d1_p0_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d3_p2_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d2_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f09_s0_d1_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu5.log,25023b949dbea9335e42aeaa0c371bef8a07e217f2568405590bafa4bea22fdc,9,13,UNKNOWN,9: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d2_p2_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d1_p0_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d3_p2_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d2_p0_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d1_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f03_s1_d3_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu5.log,25023b949dbea9335e42aeaa0c371bef8a07e217f2568405590bafa4bea22fdc,10,14,UNKNOWN,10: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d1_p0_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d3_p2_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d2_p0_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d1_p2_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d1_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f08_s0_d2_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu5.log,25023b949dbea9335e42aeaa0c371bef8a07e217f2568405590bafa4bea22fdc,11,15,UNKNOWN,11: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d3_p2_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d2_p0_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d1_p2_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d1_p0_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d2_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f02_s1_d1_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu5.log,25023b949dbea9335e42aeaa0c371bef8a07e217f2568405590bafa4bea22fdc,12,16,UNKNOWN,12: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d2_p0_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d1_p2_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d1_p0_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d2_p1_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d1_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f07_s0_d1_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu5.log,25023b949dbea9335e42aeaa0c371bef8a07e217f2568405590bafa4bea22fdc,13,17,UNKNOWN,13: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d1_p2_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d1_p0_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d2_p1_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d1_p2_CLEAN already has episode_summary.json\n17: [16/17] RANDOM_TIME::vis_formal_f01_s2_d3_p0_CLEAN START,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f02_s0_d2_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu5.log,25023b949dbea9335e42aeaa0c371bef8a07e217f2568405590bafa4bea22fdc,14,18,UNKNOWN,14: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d1_p0_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d2_p1_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d1_p2_CLEAN already has episode_summary.json\n17: [16/17] RANDOM_TIME::vis_formal_f01_s2_d3_p0_CLEAN START\n18: [16/17] RANDOM_TIME::vis_formal_f01_s2_d3_p0_CLEAN COMPLETE (129s),episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f06_s1_d1_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu1.log,8c5517295d6a62cc063bc326a2216e9f80060f6a8bbfce2b1bc2302e9ad7c1ad,1,4,UNKNOWN,1: GPU 1: 18 jobs\n2: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d3_p2_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f05_s4_d1_p0_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d2_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f01_s0_d3_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu1.log,8c5517295d6a62cc063bc326a2216e9f80060f6a8bbfce2b1bc2302e9ad7c1ad,1,5,UNKNOWN,1: GPU 1: 18 jobs\n2: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d3_p2_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f05_s4_d1_p0_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d2_p1_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d2_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f05_s4_d1_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu1.log,8c5517295d6a62cc063bc326a2216e9f80060f6a8bbfce2b1bc2302e9ad7c1ad,2,6,UNKNOWN,2: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d3_p2_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f05_s4_d1_p0_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d2_p1_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d2_p0_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d3_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f09_s1_d2_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu1.log,8c5517295d6a62cc063bc326a2216e9f80060f6a8bbfce2b1bc2302e9ad7c1ad,3,7,UNKNOWN,3: [SKIP] RANDOM_TIME::vis_formal_f05_s4_d1_p0_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d2_p1_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d2_p0_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d3_p1_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d3_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f04_s0_d2_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu1.log,8c5517295d6a62cc063bc326a2216e9f80060f6a8bbfce2b1bc2302e9ad7c1ad,4,8,UNKNOWN,4: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d2_p1_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d2_p0_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d3_p1_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d3_p0_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d1_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f08_s2_d3_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu1.log,8c5517295d6a62cc063bc326a2216e9f80060f6a8bbfce2b1bc2302e9ad7c1ad,5,9,UNKNOWN,5: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d2_p0_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d3_p1_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d3_p0_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d1_p1_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d1_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f03_s1_d3_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu1.log,8c5517295d6a62cc063bc326a2216e9f80060f6a8bbfce2b1bc2302e9ad7c1ad,6,10,UNKNOWN,6: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d3_p1_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d3_p0_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d1_p1_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d1_p0_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d3_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f08_s0_d1_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu1.log,8c5517295d6a62cc063bc326a2216e9f80060f6a8bbfce2b1bc2302e9ad7c1ad,7,11,UNKNOWN,7: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d3_p0_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d1_p1_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d1_p0_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d3_p1_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d2_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f02_s1_d1_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu1.log,8c5517295d6a62cc063bc326a2216e9f80060f6a8bbfce2b1bc2302e9ad7c1ad,8,12,UNKNOWN,8: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d1_p1_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d1_p0_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d3_p1_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d2_p0_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d1_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f06_s1_d3_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu1.log,8c5517295d6a62cc063bc326a2216e9f80060f6a8bbfce2b1bc2302e9ad7c1ad,9,13,UNKNOWN,9: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d1_p0_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d3_p1_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d2_p0_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d1_p1_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f01_s2_d2_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu1.log,8c5517295d6a62cc063bc326a2216e9f80060f6a8bbfce2b1bc2302e9ad7c1ad,10,14,UNKNOWN,10: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d3_p1_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d2_p0_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d1_p1_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p2_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f06_s0_d1_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu1.log,8c5517295d6a62cc063bc326a2216e9f80060f6a8bbfce2b1bc2302e9ad7c1ad,11,15,UNKNOWN,11: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d2_p0_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d1_p1_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p2_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p1_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d1_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu1.log,8c5517295d6a62cc063bc326a2216e9f80060f6a8bbfce2b1bc2302e9ad7c1ad,12,16,UNKNOWN,12: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d1_p1_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p2_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p1_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d1_p2_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d1_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu1.log,8c5517295d6a62cc063bc326a2216e9f80060f6a8bbfce2b1bc2302e9ad7c1ad,13,17,UNKNOWN,13: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p2_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p1_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d1_p2_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d1_p0_CLEAN already has episode_summary.json\n17: [16/18] RANDOM_TIME::vis_formal_f08_s2_d2_p1_CLEAN START,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f09_s0_d1_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu1.log,8c5517295d6a62cc063bc326a2216e9f80060f6a8bbfce2b1bc2302e9ad7c1ad,14,18,UNKNOWN,14: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p1_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d1_p2_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d1_p0_CLEAN already has episode_summary.json\n17: [16/18] RANDOM_TIME::vis_formal_f08_s2_d2_p1_CLEAN START\n18: [16/18] RANDOM_TIME::vis_formal_f08_s2_d2_p1_CLEAN COMPLETE (151s),episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f04_s0_d1_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_fix_gpu1.log,8c5517295d6a62cc063bc326a2216e9f80060f6a8bbfce2b1bc2302e9ad7c1ad,17,21,UNKNOWN,17: [16/18] RANDOM_TIME::vis_formal_f08_s2_d2_p1_CLEAN START\n18: [16/18] RANDOM_TIME::vis_formal_f08_s2_d2_p1_CLEAN COMPLETE (151s)\n19: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d1_p2_CLEAN already has episode_summary.json\n20: [18/18] RANDOM_TIME::vis_formal_f08_s0_d3_p0_CLEAN START\n21: [18/18] RANDOM_TIME::vis_formal_f08_s0_d3_p0_CLEAN COMPLETE (147s),episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f03_s3_d1_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/run_oracle_env_gripper_bridge.py,3192fc2bc90f2e9d5180cd4562ada547e9cb4a45ba405b5e44b51b1347512963,225,229,UNKNOWN,"225: \n226: summary = {""condition"": args.condition, ""state_id"": STATE_ID, ""teacher_anchor"": ANCHOR,\n227:     ""mlp_emit_step"": _mlp_emit, ""mlp_triggered"": detector.emitted,\n228:     ""anchor_error"": (_mlp_emit - ANCHOR) if _mlp_emit >= 0 else None,\n229:     ""invalid_feature_steps"": _invalid_steps, ""first_valid_step"": _first_valid_step,",UNKNOWN,FIELD_REFERENCE,"    ""mlp_emit_step"": _mlp_emit, ""mlp_triggered"": detector.emitted,"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/run_oracle_env_gripper_bridge.py,3192fc2bc90f2e9d5180cd4562ada547e9cb4a45ba405b5e44b51b1347512963,231,235,False,"231:     ""dataset_sha256"": detector.dataset_sha256,\n232:     ""manual_anchor_used"": False, ""privileged_detector_input_used"": False,\n233:     ""n_steps"": len(telemetry), ""attack_frames"": n_atk,\n234:     ""attack_channel"": ""environment_command_override"",\n235:     ""token_metric_applicable"": False,",UNKNOWN,FIELD_REFERENCE,"    ""n_steps"": len(telemetry), ""attack_frames"": n_atk,"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/run_oracle_env_gripper_bridge.py,3192fc2bc90f2e9d5180cd4562ada547e9cb4a45ba405b5e44b51b1347512963,249,253,UNKNOWN,"249: with open(out / ""step_telemetry.csv"", ""w"", newline="""") as f:\n250:     w = csv.DictWriter(f, fieldnames=list(telemetry[0].keys())); w.writeheader(); w.writerows(telemetry)\n251: with open(out / ""episode_summary.json"", ""w"") as f:\n252:     json.dump(summary, f, indent=2, default=str)\n253: print(""%s s%d teacher=%d emit=%d: steps=%d atk=%d env_open=%d succ=%s"" % (",episode_summary,FIELD_SERIALIZATION,"with open(out / ""episode_summary.json"", ""w"") as f:"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu4_retry.log,6e260332c774a660592d96e31644260f8db51f59e17e32cf2d8e5be9df8f4a63,1,4,UNKNOWN,1: GPU 4: 18 jobs\n2: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d2_p2_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d2_p0_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d3_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f02_s1_d2_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu4_retry.log,6e260332c774a660592d96e31644260f8db51f59e17e32cf2d8e5be9df8f4a63,1,5,UNKNOWN,1: GPU 4: 18 jobs\n2: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d2_p2_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d2_p0_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d3_p2_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d3_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f07_s0_d2_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu4_retry.log,6e260332c774a660592d96e31644260f8db51f59e17e32cf2d8e5be9df8f4a63,2,6,UNKNOWN,2: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d2_p2_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d2_p0_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d3_p2_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d3_p0_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d1_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f01_s2_d3_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu4_retry.log,6e260332c774a660592d96e31644260f8db51f59e17e32cf2d8e5be9df8f4a63,3,7,UNKNOWN,3: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d2_p0_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d3_p2_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d3_p0_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d1_p2_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d2_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f06_s0_d3_p0_CLEAN already has episode_summary.json
